Simulation,Tiempo promedio,GGrr (s),yyrr (s),rrGG (s),rryy (s),Autos r_0,Autos r_1
1,94.89829437776373,60,8,12,8,1500,2000
2,67.81057471264367,12,6,11,4,5500,24000
3,54.38694127957932,39,8,70,6,11500,8000
4,72.34152457372116,41,4,19,5,9500,26000
5,88.30503512880563,35,7,10,4,7500,2000
6,46.54032258064516,38,10,40,4,17500,22000
7,41.215644820295985,34,5,35,3,21500,22000
8,61.92985611510792,28,9,49,10,3500,12000
9,51.12578353531133,58,5,61,4,15500,20000
10,64.46535107847636,19,7,35,6,23500,2000
