Simulation,Tiempo promedio,GGrr (s),yyrr (s),rrGG (s),rryy (s),Autos r_0,Autos r_1
1,48.96612296110414,54,4,61,3,17500,20000
2,50.76909944515578,24,6,25,8,3500,16000
3,85.24898432965757,48,3,12,3,23500,8000
4,55.13622690159003,26,5,44,6,17500,6000
5,52.569641367806504,44,10,51,9,15500,6000
6,53.96786469344609,70,3,69,3,21500,10000
7,65.3815543071161,22,7,46,7,5500,28000
8,71.81434184675835,25,6,14,4,19500,2000
9,69.96747572815534,39,3,22,10,21500,2000
10,94.7219451371571,11,4,62,8,13500,24000
