Simulation,Tiempo promedio,GGrr (s),yyrr (s),rrGG (s),rryy (s),Autos r_0,Autos r_1
1,84.68133107727016,16,8,63,7,13500,26000
2,48.506339814032124,54,4,53,4,17500,18000
3,51.85867237687366,46,7,67,4,1500,4000
4,78.4385781495034,18,9,50,10,23500,22000
5,55.24712888132709,67,5,63,6,7500,10000
6,52.076008492569,44,5,63,8,15500,2000
7,65.70705663881151,59,9,38,9,19500,8000
8,63.87338129496403,70,3,34,3,1500,28000
9,47.67189487070793,34,8,39,9,7500,2000
10,75.23049823855058,25,4,14,9,5500,16000
