Simulation,Tiempo promedio,GGrr (s),yyrr (s),rrGG (s),rryy (s),Autos r_0,Autos r_1
1,142.2125,49,6,36,4,1210,1510
2,110.52682926829269,43,7,48,6,1310,910
3,111.33797698364627,54,6,58,5,510,1710
4,113.63408393039919,55,6,69,3,810,1710
5,104.67446592065107,67,3,46,7,410,610
6,104.17623762376238,60,4,59,6,110,410
7,114.03178484107579,52,4,70,6,10,410
8,110.51261620185923,41,7,44,7,1210,1210
9,108.74068071312804,39,5,62,5,1010,910
10,102.29256080114449,32,4,39,6,1110,310
11,109.40471637985978,54,6,52,6,410,1410
12,106.85694729637235,36,7,41,5,310,1610
13,117.50644567219153,46,3,70,3,10,1110
14,102.72933251684017,61,3,35,7,510,1910
15,112.8093447905478,48,5,60,6,710,1210
16,119.19533655961284,70,6,59,6,1210,1210
17,105.34445585215606,40,4,46,3,810,1410
18,115.18037735849056,39,4,63,3,210,1710
19,108.98507462686567,50,6,44,4,1110,610
20,113.72990353697749,65,7,61,6,110,1210
21,113.3499142367067,64,6,67,4,210,1010
22,104.06176470588235,68,3,50,5,110,910
23,104.40652346857597,42,4,61,6,1410,110
24,104.30867346938776,48,7,48,3,610,210
25,108.32896174863387,52,6,61,7,510,410
26,110.94126582278481,54,3,63,4,1310,910
27,111.92678725236864,48,5,42,4,1410,10
28,106.44829545454546,65,4,33,7,610,1610
29,114.33434387180597,44,6,65,7,1310,1410
30,144.26386036960986,31,3,64,5,10,1010
31,105.79471632741446,30,6,35,6,1210,1510
32,95.79016393442623,38,3,37,4,110,210
33,109.68462206776717,59,6,56,3,10,1610
34,109.64731182795698,64,5,52,3,710,1510
35,103.28708791208791,31,7,40,5,1410,310
36,105.85098039215686,64,7,50,5,310,210
37,102.2188859878155,32,3,30,4,1210,1410
38,109.06713780918727,56,5,48,6,810,110
39,112.44560075685904,42,6,68,4,1010,1710
40,119.67207365190706,68,7,70,5,1210,1310
41,362.2783505154639,67,4,38,4,1410,210
42,107.98324836125273,61,5,52,4,210,1310
43,101.22504892367905,41,3,58,3,810,310
44,106.5829195630586,70,6,50,5,410,610
45,114.19501822600243,68,5,59,5,1110,610
46,103.66666666666667,65,7,47,6,10,10
47,114.20218181818181,38,5,55,7,210,1710
48,105.68898978433599,47,7,54,3,910,10
49,104.45519429024584,62,3,44,7,110,1910
50,107.70901639344262,45,3,50,5,310,1910
51,100.30927835051547,67,5,37,4,110,1810
52,113.63642131979695,56,6,64,6,410,1810
53,115.50518518518518,34,3,59,4,210,1510
54,110.77403245942571,47,7,57,4,510,1210
55,101.67166866746699,33,3,32,6,510,1310
56,103.40618101545253,34,5,42,5,510,910
57,98.12958226768968,60,3,33,5,10,1310
58,100.66268894192523,69,7,32,7,110,1810
59,105.46234413965087,38,3,44,5,910,1410
60,101.06686478454681,61,3,45,5,10,710
61,102.69621109607577,40,4,35,6,810,710
62,107.12582781456953,54,6,36,5,310,10
63,101.75775775775776,40,5,42,7,610,410
64,163.30897317298798,32,7,66,7,1210,1110
65,216.27722772277227,54,4,35,5,1210,710
66,111.22679200940071,60,6,60,3,610,1910
67,116.95671184958461,66,4,69,5,1210,1910
68,195.62731365682842,50,6,31,6,1110,1110
69,103.78352738249245,32,4,40,4,1410,1710
70,105.33169705469845,54,5,47,3,310,1310
71,109.48090277777777,39,7,67,7,1110,710
72,155.78846153846155,65,5,37,6,1010,210
73,114.46177370030581,59,3,60,7,1210,1510
74,103.37702503681885,44,6,35,6,710,710
75,104.4383916990921,45,3,44,6,810,10
76,102.71626984126983,64,5,40,6,210,310
77,257.5417032484636,51,3,30,7,1110,210
78,208.4287556415216,31,7,61,5,510,1510
79,107.58477970627503,30,5,50,4,1110,1810
80,107.54838709677419,59,6,62,5,710,510
81,110.91781609195402,59,5,42,6,1010,810
82,113.11572700296736,44,7,58,7,910,1510
83,111.52857142857142,63,7,68,5,410,710
84,104.3944678292243,45,5,35,7,510,1710
85,106.5952380952381,52,6,50,6,310,910
86,102.21627118644068,40,4,33,6,310,1510
87,99.4887714663144,61,4,33,4,310,510
88,105.24707846410685,62,3,41,7,410,210
89,188.07728337236534,48,3,31,3,1210,1110
90,107.07148120854826,55,3,59,3,710,710
91,103.98259860788863,32,4,42,4,610,1210
92,99.62403100775194,31,6,59,4,310,210
93,101.2784717119765,67,5,34,6,210,1610
94,112.2890756302521,59,6,63,7,10,610
95,110.0520059435364,60,3,62,7,410,1010
96,106.44045801526718,49,3,64,3,610,710
97,111.5452196382429,70,5,43,7,710,510
98,108.38796414852753,48,3,61,5,1410,410
99,112.18498817966903,48,7,37,5,1010,710
100,113.37347188264059,70,4,67,5,910,810
101,110.89509803921568,67,4,40,7,710,310
102,107.0,53,3,47,7,110,1110
103,243.19331395348837,69,4,36,5,1210,1410
104,105.25967325881341,38,3,41,5,10,1210
105,105.52890422778258,58,3,53,3,510,710
106,108.9372197309417,67,6,57,3,710,410
107,106.88932611903591,38,4,53,5,1210,910
108,113.97166744078031,53,4,63,7,1010,1710
109,101.41363636363636,57,5,59,6,210,10
110,110.42915451895044,55,6,46,7,910,910
111,102.86001676445935,31,3,68,4,710,510
112,115.54098360655738,54,7,70,5,110,810
113,113.496632996633,61,7,69,6,10,610
114,108.82760699216395,50,5,68,4,1110,610
115,107.48104265402844,66,6,48,3,710,610
116,105.48674562887761,42,3,62,4,1110,810
117,105.83858267716535,67,6,31,6,310,210
118,112.62857142857143,47,6,66,7,1110,810
119,106.82631578947368,61,4,51,4,10,1210
120,109.0619362597715,67,6,50,6,510,1710
121,105.14153846153846,36,7,51,7,910,410
122,105.53663952627683,62,3,54,3,310,1110
123,114.7195685670262,49,7,42,6,1410,810
124,109.46049896049897,40,3,31,7,1010,10
125,103.96792189679219,42,5,56,4,1210,310
126,112.54401650618982,54,6,58,6,310,1610
127,109.10745789895749,69,7,54,4,110,1510
128,114.58554729011689,52,6,70,5,810,1410
129,113.06384814495254,40,3,68,7,1210,1910
130,111.5043795620438,63,5,55,4,1010,410
131,102.12182741116752,70,3,42,3,310,1110
132,111.02715355805243,45,4,63,5,1010,1810
133,101.5829420970266,67,3,41,4,110,1310
134,107.72608695652174,50,7,62,5,410,510
135,100.78630136986301,61,5,41,3,110,1010
136,108.259793814433,68,6,49,5,610,410
137,201.05344418052258,70,7,30,7,810,110
138,104.84583333333333,45,3,46,6,10,710
139,165.08256880733944,51,4,37,4,1210,210
140,111.12916006339144,31,7,42,6,110,1910
141,106.52791878172589,38,5,64,3,910,710
142,93.8219512195122,30,7,56,3,410,10
143,111.48620055197792,50,5,57,6,1110,1310
144,103.04373177842565,57,4,59,4,310,410
145,104.0,55,4,41,3,710,310
146,107.5563093622795,30,6,60,6,710,810
147,104.60034602076125,61,4,44,7,10,1710
148,105.50796019900497,31,7,35,7,1210,910
149,115.50196078431372,68,4,37,4,510,10
150,437.5750262329486,69,3,38,5,1310,10
151,96.69682151589242,42,4,40,3,110,310
152,103.44848156182212,36,4,33,7,710,1210
153,102.92551369863014,40,5,57,3,710,510
154,113.27505720823798,34,6,60,4,1110,1710
155,141.96248896734335,63,5,47,6,1310,1210
156,101.68186423505573,37,3,43,5,1010,10
157,108.3080808080808,45,4,63,4,910,910
158,106.38882138517619,61,6,37,7,510,1210
159,113.45060548119821,66,4,50,7,1010,610
160,102.32716049382717,36,7,32,6,110,1110
161,111.27036705461056,44,3,54,3,10,1110
162,111.48507007922,61,6,63,4,510,1510
163,107.0623428858723,61,3,45,3,910,1210
164,107.31524926686217,48,4,46,7,210,1710
165,106.15675675675676,61,5,43,3,710,1410
166,132.23942598187313,34,5,64,3,210,1710
167,106.22232142857143,63,6,52,6,310,810
168,112.04514889529298,42,7,53,6,110,1010
169,107.6827868852459,69,3,51,7,510,710
170,106.31071983428275,44,5,44,3,1210,810
171,106.39971035481535,34,6,60,4,610,810
172,105.11724137931034,31,5,37,5,1410,1210
173,133.59859154929578,52,4,39,5,1410,1510
174,96.75086505190312,68,3,36,4,10,910
175,114.69711751662972,53,3,69,5,1110,1710
176,106.5839564921822,48,5,41,4,910,610
177,110.58820979627221,53,3,54,4,1310,1510
178,97.58662092624357,30,4,33,7,210,410
179,97.6268656716418,38,3,39,3,110,110
180,106.64316423043852,46,4,50,4,1110,110
181,113.5130023640662,53,7,59,4,110,1810
182,95.86051502145922,32,7,61,6,510,10
183,183.10371376811594,70,5,48,6,1410,1210
