Simulation,Tiempo promedio,GGrr (s),yyrr (s),rrGG (s),rryy (s)
52,37.73192077383694,19.75440392653754,3.166092976124399,41.17352119493245,4.938846589862422
53,47.69319371727749,40.30341104184233,2.055179326966676,14.948826060485667,2.8320506703523556
54,42.28988326848249,33.61134600439467,3.8151932959250794,59.70757659212681,3.4535492552560174
55,40.89270588235294,54.85700099911663,2.1359154731973637,34.24290494352081,3.6497423336594905
56,36.324164198053325,33.87728226400892,4.301867345936162,33.46555613413683,2.637574456454462
57,45.364384971693255,57.03868786306149,4.747915417118944,49.25570039187078,3.0576263010186575
58,43.206862745098036,59.55016850427818,3.6040098795315534,36.18632595924499,3.5326268738149156
59,45.909181141439205,31.115192888255834,2.1871772321963427,14.403283030156874,4.09675000583008
60,46.85568669527897,12.848272202309621,2.8766280809737825,45.3790283093357,2.439082019572213
61,41.39591254752852,35.3798381405022,3.9235791062880483,54.228063070842815,2.994740044747211
62,42.615498519249755,40.46687922824442,2.683988163975393,59.956171687265574,2.8332325571648305
63,34.58009708737864,25.347859122417532,3.3462353234606947,24.378806085692187,4.101195487022545
64,40.40167753960857,29.494262964939,4.742479099107541,51.42756373134645,3.209847896218816
65,44.51213346814965,11.94474221276021,2.7936408152252863,31.92047548491121,4.726785278840851
66,46.14879074658254,12.64457571022837,2.560031983786175,39.21252269759836,4.360841297036575
67,43.45193260654113,38.100128284683265,4.357671010680688,58.91467511771862,3.493304297559453
68,53.03269447576099,46.61950298658363,4.450790660898028,13.514856618497326,3.8893640453049554
69,35.427235772357726,26.22857933124402,4.367032830628169,24.450124861257834,3.071595201560678
70,38.55940594059406,41.85311918906972,2.3908894812777666,38.46391933289301,3.6899135573274098
71,45.878630705394194,51.78321778323358,3.6682640221446787,57.2407695950565,4.01539812306987
72,43.8390625,16.952729304621357,2.953390668283496,56.36625104373577,3.6496506830490967
73,42.466796875,42.10966291173624,2.0462557974374165,55.759101358843694,3.9277769990247964
74,45.03573278094252,13.630457758900292,4.519165356025207,40.74090842871518,3.149083772851872
75,47.45661157024794,39.215615651876526,2.8641151487284846,15.288996247329846,3.08394170613122
76,40.84299065420561,41.57973955163439,4.444015084630692,40.81505277071909,3.9545021402581706
77,43.82556390977444,46.39919943904735,3.631096661071867,58.23872870223652,2.136854087198297
78,41.414956011730204,15.343437297614884,2.913185953476172,40.44617665377378,2.9824253854733573
79,40.94386600271616,42.59189038816594,4.786472941027948,26.576992947367348,4.51474940184562
80,44.04164600892415,54.82729642964656,4.8783415967694115,38.42636631004993,4.286079171457185
81,41.99293785310734,42.52571934359046,2.0240147400603337,22.31191822247365,3.926438122637537
82,37.323956043956045,38.58684618437693,2.429253328424918,40.67035478618958,2.1729377934255485
83,42.28759124087591,42.1552753855762,3.0177956974100435,55.36962693045888,2.811341489985649
84,45.4107969151671,55.136082581487,4.721610190488503,51.396154832123635,3.1474369323879543
85,41.18663594470046,34.60542712019707,4.6820843601780116,20.61895842990171,2.23391222062038
86,36.18386660657954,22.13092543330381,2.482531678560492,41.181987117279064,3.673460798980139
87,39.091423595994776,24.285765152820733,2.75115562341251,19.163007534193376,3.985885427971459
88,41.555608820709494,39.06675574025978,3.138499087665119,50.75767679684105,4.213360632315114
89,44.875381485249235,50.33759980074332,3.411992738681056,56.14475541570891,3.4612670438266218
90,44.580405739732804,40.47256713256645,2.186025973982031,18.196558815894278,3.1400567090968527
91,40.61542168674699,17.133444430271226,4.227438730402072,41.12984634178139,3.9768076868739892
92,44.045366795366796,34.945444428762016,4.521350646957054,17.89483352827815,2.2212165376871904
93,49.65909090909091,46.73475245981656,2.652499969625741,14.826813006161407,2.0267583619771874
94,40.85004916420846,25.062499553812064,3.5630090329268045,57.510810067197774,3.61044749293098
95,44.895325203252035,11.25931021108608,2.274958789513061,29.8246945381365,4.0513485119275625
96,42.01211240310077,25.50920425910176,4.826913210963481,55.731808598243695,4.966789200630405
97,41.66616766467066,18.889321760179374,2.325853469223213,54.896477061624765,4.665867443673763
98,47.538382277176716,36.0565402920636,3.702080400600481,14.643860415552581,2.843064439177293
99,36.8429684296843,22.336309744928407,4.0305737063863845,21.886291345539885,4.571523939197445
100,50.99488926746167,10.34079495119101,3.227608793637763,40.610301871935434,3.5371855814293047
101,41.239401496259354,19.68328878660151,2.9714044433790385,56.55999319303768,3.880997741654087
102,55.60735826296743,53.35734597833677,2.000472998069297,10.773268276517447,2.247198240836808
103,44.67763157894737,53.7164889595107,4.011302173526744,46.64007331463509,4.409363932763287
104,39.422413793103445,35.88924578290792,4.8527644960414875,42.410809524577964,2.6570118622540355
105,30.75896168108776,18.46390632780541,4.281734149161945,24.30714760647262,2.1379811192503366
106,45.64723770907248,11.30094924769471,3.7258376113212597,27.167786632878272,4.631222169397309
107,51.61925843940232,43.53529270670861,4.274718768243357,13.354146915049494,2.4402651651985643
108,33.70200803212851,27.568864194471033,2.9239858895850626,27.3181300433377,4.527074826143663
109,41.104572204617476,20.786235654782175,2.7668465377162863,13.572724338375005,2.0534025980262864
110,35.60969044414536,24.047809217807142,2.5091109988811735,42.5810934888908,2.548463523085468
111,38.28928739971685,20.993680989802414,2.551351696170299,48.794210921528496,3.4147878192536782
112,41.457479284779765,12.410450968946975,4.708041735704778,12.591252955520057,3.8527387993445665
113,42.35249042145594,49.459343846441335,2.2465982276699745,23.639897948726926,3.9907133972788738
114,39.770604395604394,35.15195434429896,3.3360944004266364,43.82841279478198,4.1391512552972465
115,38.04451166810718,36.81041437362738,4.699199895710212,25.135029027432278,2.3655379960541474
116,36.60956175298805,17.856724035682788,3.6918604397559456,31.954822496548825,4.908084440767798
117,39.49499545040946,46.93038037569946,3.726804630125469,34.844920377652535,2.364830792458366
118,52.284,57.667386992020795,2.019256912590031,14.53043481915299,2.7066678520209724
119,44.941687979539644,58.73158471499463,4.031869665375389,48.7887343192311,2.8176719645304535
120,43.168291431503334,18.7845644202443,4.612336918405363,58.47974209462929,4.117064688454914
121,45.18702865761689,51.10041734553957,2.3204701316347682,21.02906937141819,3.158647909657165
122,37.302195436935,31.264648772433386,4.724149761397678,35.9024615536589,3.852350691222482
123,39.703804347826086,40.95058476935699,4.645581777229243,35.11858265178961,4.125830045177956
124,45.08102564102564,48.62769256703793,4.543333120591886,58.35360558731399,2.7592058817957428
125,36.93384223918575,36.88262658393349,3.553925794008789,28.640936529985712,3.9215391122834893
126,32.96364379084967,22.771884301387885,4.278881578202615,26.524182647244746,3.7713325160959847
127,44.129434324065194,32.63204921695523,3.0764341738580216,17.67929994633927,4.825620868186007
128,51.43181818181818,44.87835736662407,3.026139587719059,13.646269494607107,2.817535740476771
129,38.29789184234647,16.084056134412954,4.720217074503415,33.48310072894697,3.0434603013631545
130,48.29556898288016,20.82450158096005,4.661877139570329,10.848625076493148,3.772120372308918
131,32.55229955229955,24.09455809480641,3.9134597929525903,25.588836752681374,3.952613430925239
132,39.8847533632287,12.756396451675647,4.413741893862452,19.06475323141253,4.6785011870277415
133,48.29286474973376,11.623174888159419,4.86722352638966,34.06634420511652,4.5318574173148685
134,43.67201166180758,51.2219170273066,2.2937101866403493,23.332256508811298,4.185514428116226
135,35.94312583967756,19.2099795350716,2.5253414967313845,37.02722261117292,4.223854830024989
136,36.90090497737557,18.936109995880127,4.589988637069023,38.191753514071245,3.1032543103346333
137,40.71976687712482,24.575295797077317,4.989101474772365,54.91376257321154,2.6801380218833075
138,40.87196765498652,22.293472850683628,3.676630803418898,15.630274662479334,2.3869230212119223
139,42.40749639596348,53.00835294500051,4.496412387125251,36.288613622474955,3.158405152717351
140,36.568201193520885,37.117255470220655,2.349229606781689,26.34259822117029,2.964540646458423
141,44.112612612612615,36.678930514495974,4.831610002627949,58.29051541707751,4.789948761185747
142,42.11287223823247,33.89658391150014,4.629555314448055,53.15720041693254,3.92540425473591
143,37.722498868266186,28.501152659833426,3.074464001094679,45.79660673932566,2.7108078016712156
144,37.92771618625277,14.414507045426546,4.902275421363395,24.06836281195556,2.9954389674578774
145,37.561565523306946,31.863776863083622,3.796765086480282,42.17806132942573,2.6133276484723793
146,36.669654863290006,19.051935938681755,4.595236633365889,35.45007465287877,3.9515682144170072
147,49.03929164360819,12.075767265879009,2.6803825849390055,45.945057605211694,4.911457607269368
148,42.57075248461903,42.084197930771,2.9910100506792374,21.970289738567885,3.76364339246789
149,40.069658719027586,13.991567679569702,2.9019267255132553,29.61021389517905,4.2157039274378105
150,37.02311111111111,15.896043682354385,4.508680264186218,28.956172350348744,2.807450225928165
151,40.459981167608284,51.35484279372989,2.074919616079235,41.83220101963308,2.168759675194904
152,42.64506769825919,56.765579667785936,3.8503930472759293,35.264825485846245,3.4362819175716073
153,28.92213804713805,16.250936650971546,4.015803368488011,19.575642476143603,2.0904851263909925
154,33.280150753768844,22.06481775450085,2.674281582972055,30.87582790636111,4.4238780635500605
155,35.71656184486373,35.535990620575404,2.133058531559576,32.2513655061656,3.9892352494379324
156,42.32784431137725,19.456356531511585,4.99230119545855,52.92460132552422,4.828556553531799
157,45.93717001055966,15.14016594408605,4.067318100412934,49.893648482911594,3.7346422653527935
158,43.096868884540115,39.58966346688483,4.500401908402839,51.77007219999497,4.254467691009371
159,42.17153996101364,59.92584799900939,2.6488717167163607,38.75146823049323,2.3849518638806915
160,40.82389046270066,49.31403028164709,3.1187612158623166,41.118317804195684,2.356559950737944
161,39.56021897810219,41.39964301852652,4.975230539057213,37.81859181701977,2.4560479650528824
162,42.52169673330083,44.218140817768536,3.3931950187687363,47.9480512971042,4.174707113166484
163,39.66121707538601,46.6496269296456,3.776347842416379,31.546307007930633,3.481971374727742
164,42.898098488542175,53.788365293492625,3.9783651959465747,40.58570371440709,3.134304664546433
165,49.301123595505615,14.083052137596848,4.181779872543933,59.157306685441604,3.8660682346558493
166,54.442898550724635,46.8767903484273,4.413273715958892,11.683027135240046,2.0439982556306298
167,33.110790774299836,26.39647114868391,2.6860074902310487,30.18922890716809,3.4917963124798623
168,42.25567907201547,49.29030021790946,3.4563990159351077,43.4059043591584,3.3877324112446363
169,37.17601043024772,31.913821720952946,2.710800974392143,40.171935228332416,3.7112533228285556
170,43.76608478802993,42.133841282096995,4.073599261099384,55.697559050671586,4.04282043713418
171,54.69033760186263,44.53101048789755,2.7556890291450093,10.883627559154727,3.4178742978858896
172,33.0696806304438,23.580885968784045,4.54060039762588,29.876033695969447,2.151444016277588
173,40.0577841451767,29.48129724314564,2.766774178180193,56.500385618080145,2.660532514584937
174,43.850903614457835,58.59582504047404,3.1810745279369486,46.288523083708554,2.650020959372769
175,42.155819477434676,10.190294378832839,3.2830577104215615,19.32570864882673,3.13809687222894
176,36.171064204045734,16.137959927810588,3.1384112784429052,29.48659246895662,2.9421407091971243
177,41.15165876777251,38.05767835727752,2.60293377479213,50.715659107940574,4.044858645383775
178,43.836008024072214,43.61355805682095,2.3624945942375986,59.55303530706444,4.125008308566764
179,39.91424682395644,11.367830601226277,3.816666712593431,18.605754788901187,3.037387934830884
180,40.199076212471134,43.58782343744367,3.0702230143434184,39.13358232875591,4.170203980422609
181,42.411592791037506,48.676602523080696,4.415282463658139,45.83908554630611,2.2314827470157277
182,38.322465386333185,42.74441858016603,2.252668668406759,37.841535300601784,2.925195118872265
183,48.31559536354057,50.658786055384084,2.9181795637106265,18.284979408692283,3.9568620258822764
184,38.81744902797534,21.508379900483824,4.744106599638618,48.61637059026168,2.6514352482415515
185,51.95293434049971,10.185860689977757,4.88536773841045,45.14487849207898,2.097640080217383
186,45.18672839506173,59.27722226390371,3.7785913652352825,50.149643388413025,2.7447270508229473
187,46.07902892561984,59.289865391487126,4.755747814521811,43.43908714274951,4.707730441114606
188,31.724335378323108,24.863635566036763,2.1173060346057477,26.872137482627526,4.003233763715492
189,36.956171735241504,26.55148196448194,2.8047101000473673,41.82704266965086,3.9519633841286548
190,43.2311854402361,43.25957897953491,3.8976153426535394,50.96058672575664,4.274668849187734
191,33.2860686233981,25.535403610723126,2.3925328497650367,22.631432895914795,2.952419945656591
192,41.1136476426799,17.999540910606857,4.479545243207926,51.704256070810175,2.515011122976037
193,42.3494441759304,48.10015242054168,4.281536759494349,42.56068712683226,3.2719239128867748
194,43.16523061327927,14.195166580199277,2.0373304056841266,42.51765840292967,3.36127736836216
195,37.18153434433542,24.83335081379108,3.9658399239956936,39.531682314303325,4.328192375438562
196,35.53117101937658,36.097854618520486,2.548592444987623,34.13880635464284,2.6362615695554754
197,37.11444734551784,14.116244841676302,4.523702164318953,22.215878007990288,2.919905749806418
198,42.35042735042735,44.553174337839586,3.833850806449078,22.77758110221814,2.743113539008741
199,35.573667711598745,21.649802090486254,2.1996673258252706,40.555025546067,3.4863405821291997
200,40.06142391810144,34.29373980349018,3.102657573411143,51.40163878258716,2.941526015209763
201,40.46173254835997,13.332537275253639,4.835700499536559,15.080815085308416,3.962285442818057
202,40.53894230769231,15.115814504495242,3.1364193429888596,36.835714546740775,2.6935994160271557
203,49.12216956292786,43.182264689568854,3.9080234869123585,16.44277176464112,4.788434301294901
204,39.63607451158564,32.99362515074038,4.986047536993235,40.856999159894,4.5951175812572576
205,45.3295566502463,31.51757448801727,3.488546911638773,15.100254862977781,2.69112257645938
206,39.98746987951807,25.518630011825294,2.742834458684859,54.245481291428426,3.5449664321398444
207,40.44406614785992,28.909563590237553,2.2983551666145496,59.93401772673495,2.5238852988195095
208,38.14103690685413,40.37238820313368,2.784908885569898,32.05794424134504,4.490628197530612
209,52.07456872565387,56.656957447002995,4.956724496648208,17.039862690021575,4.336330058649235
210,40.20835184362505,30.30669785494057,4.56127446752019,21.369613810407447,2.9139002536922978
211,48.77019280875456,27.778528385191763,3.5367388179374557,10.734357777960387,2.081190283532568
212,34.05094991364422,18.97933351980837,2.3965093359105625,34.59062579852328,2.585491266115284
213,42.06122448979592,12.863436504500882,4.278994510234963,25.358352019503002,3.8805158777813515
214,45.49974580579563,10.905014097979729,2.9574184939287234,27.428211763845535,4.118497354565436
215,43.42026175472613,58.111906904682016,4.078133337232971,28.7053398317324,4.751942205725506
216,36.970677015955154,38.703490005631124,4.214245110932674,32.93397336034258,2.173178157787862
217,41.0697012802276,46.21548758551937,2.0158474695536945,46.33927959360937,3.1044341401515996
218,35.53430353430353,32.90259482480365,3.4646566457367554,26.188709418722514,2.4945417494280564
219,43.35345622119816,24.19596634462099,4.6367479432862275,16.737983488021488,4.727360808860667
220,40.988349514563104,24.9878386765943,4.689996790332469,55.981904819394856,2.9040706895258745
221,47.0613810741688,43.760130357488364,2.4570136723447122,17.961206797746364,4.855648315190754
222,37.2430587164315,18.077690743592818,3.582862771225628,37.382590374525456,3.9100253880072633
223,36.691754756871035,21.70634836135051,2.0216595070789403,18.229656699068954,3.6297491493442013
224,33.9271324474925,21.84109297635588,2.908340802236256,34.58453280284479,2.9941938600667517
225,47.40201805629315,12.324669503187016,4.894520556860166,38.279128117814665,3.653700064821529
226,38.93528640139921,28.568760015301837,4.094803406548499,21.097297549782287,2.592361729474833
227,40.40657276995305,35.40688041276429,2.1629447485636226,52.432632464970744,3.673170166801482
228,40.67279411764706,39.052671113667614,3.20399687921413,22.008982739082175,2.138268131333587
229,52.711787930062044,47.28226474830685,2.269470597508871,13.22624835194495,3.831467270559077
230,41.034958148695225,18.313488226679503,4.004758619852074,50.015342701347755,3.169733158454763
231,41.256980596308566,49.5717067362752,4.708383911959917,37.86186854968429,2.3872662253719925
232,44.481574962140336,47.22145832832109,3.98620045245544,54.41857114573288,3.923855630498378
233,45.17976373908577,52.40562076598866,3.270500155959304,58.64729282313349,2.7287148149972276
234,32.47703035274815,23.58806531607774,2.439037909844531,27.602112845371447,4.79656327147417
235,42.02181633688483,18.835273628305885,4.079040361000217,59.25304120538868,2.114901441096565
236,41.62127659574468,50.204609343687885,2.7540268416983884,24.845547126083673,3.256944260180527
237,39.061615700593336,48.16240140167311,2.332717354613613,37.917233298034475,2.080935604957383
238,42.79322200392927,37.74268567954015,2.943130212466934,59.08455788201648,3.8051900451017215
239,43.08316532258065,15.634088544280752,2.0607101332122895,45.71779218740353,4.925896687188679
240,45.13370901639344,48.03654382770216,4.86204624076777,59.54956769525927,2.5096133164624237
241,45.40235776524859,50.250769237895575,3.6258479351774446,55.362484928945335,4.250285318839974
242,39.190316395014385,24.78936278220116,3.059323979484091,53.398328791960225,2.5572311423900285
243,43.582,58.39360101877329,2.9116285320430446,46.414848954115115,2.3927735741796443
244,43.239583333333336,48.118410005166155,4.36278858083055,24.70242292081564,4.891737980645803
245,35.97553648068669,27.374865992369948,4.1482022128855585,35.97018025862569,3.690370393414487
246,37.38637402834934,17.519784697891,3.4923842019326994,37.356292764893254,2.759359132178446
247,31.426677713338858,18.311577143168016,3.7887891589356446,21.816310201328257,4.642656244365013
248,45.6469681397739,12.866934333356586,4.236947279665239,35.5450934603128,3.9569698775311366
249,33.31907090464548,27.073257536464926,2.846668315864334,30.076669682810117,3.758820978388246
250,38.986504723346826,46.65656063609428,2.3553975391581328,33.49485108894848,3.3531876368346945
251,34.200803212851405,30.988341329957837,3.9786832843509448,27.392549653474674,2.416496369836178
252,45.54982473710566,41.51232319692219,2.2896994883462334,18.528412864857476,4.557396414738983
253,48.66579223504722,31.88680355462519,2.8158149791041125,11.761207948581333,2.419792319873434
254,35.17994100294985,29.300339382531963,3.2005152347875816,34.4313653658257,3.2644866415261173
255,57.43581907090464,51.00454466914035,3.3488440191601025,10.55234347819695,4.678977328788334
256,33.40973377703827,22.26003909952229,4.560484065283536,28.71894795273547,3.26074027678533
257,38.23686553873553,40.92761634453365,2.9063536074913547,38.909542141041655,2.2905137554381914
258,44.92780337941628,53.591120832420245,4.6051490573602285,53.23905564327733,2.48605044529941
259,39.803531009506564,12.609510109640233,3.3435294701056675,20.81460710042561,4.353111759578324
260,41.69465648854962,34.096649976878666,4.103733750050922,53.04362252397578,4.045848388233452
261,40.38013856812933,43.574427212466766,2.5256813311389688,37.7530123677399,4.649520397227093
262,47.27605779153767,49.79947053726974,4.1849241622163,19.534047577201104,3.773761333204472
263,39.63256880733945,35.96619408736299,3.754112218912775,44.839926619776776,3.3163257252324048
264,44.56585365853658,35.81644569850837,2.468426345778256,17.94815746941851,4.962682039176771
265,38.42723880597015,19.559825306272412,4.003552736529571,43.11835323844257,4.160935858713369
266,37.08491001384402,19.31507636200652,2.9735466435336524,43.09756909239871,2.691122894386788
267,40.703271028037385,45.11842881709269,4.733158675853071,40.52836928234923,2.163236612650258
268,41.82806513409962,43.49827918067495,4.179424263083844,44.21721408581593,3.8691087922105893
269,42.763636363636365,47.62016715724461,2.822573206369918,50.63595381072588,3.161183965475872
270,36.157426999576806,39.80280662112486,2.3134706899091695,30.47291904774624,3.0660908185589424
271,39.33171592412881,32.267168385346025,4.807672924234486,22.496362018159516,2.686905917583981
272,38.36568848758465,30.82917309471152,3.535555637309816,46.06614518329454,3.0558489098318273
273,35.50206100577082,27.600999275504027,2.82291977499695,23.98738326844301,3.973015815706877
274,54.00302480338778,10.165942217656607,3.4682267450541144,54.40811546403185,3.0667599726553
275,35.11140350877193,20.665524804153158,4.536467696593549,36.37393061944668,2.4223288762336024
276,40.82566371681416,17.26194166037566,2.769584142972684,13.531547156778153,3.560775574732822
277,39.60637813211845,29.411839314041675,4.893133926324407,44.49732550712611,4.603065135806136
278,43.43861386138614,41.47018182734616,3.0475061783330952,55.47863392197231,4.622852461818509
279,39.52110091743119,32.9995351846206,3.9630254759245127,46.9575316971725,3.69769955089016
280,43.94698795180723,40.325126023760596,4.992283033208258,20.724280537720144,3.3865890036157795
281,43.00342465753425,58.44889657377651,4.222134623929286,35.687723584050175,3.09783011337069
282,35.895572263993316,36.11099892327351,2.926950404929679,28.83279219193929,3.699951507648147
283,44.593939393939394,51.12164106133531,3.9790998008512846,50.07400713749868,4.774069252129883
284,54.141454965357966,41.58987505133638,2.18661367654739,10.558678570153381,2.6309946247945084
285,49.38699360341151,46.76208478506794,3.825686370996718,16.213166188075398,2.2656201352387204
286,43.69601990049751,57.24858313360745,2.8159862955876496,41.929013065004426,4.492008933825705
287,40.36641559592379,31.83298874637926,4.06171574838052,21.88599531625058,4.891914630544598
288,40.04534937528922,54.726115751390886,2.1964239950698197,33.037387194723976,2.5404459637390504
289,41.04449648711944,56.71514752996391,3.2066988721028116,28.722263214407604,2.8061483419911566
290,42.920432220039295,14.582578815669098,4.837911344561466,35.24501452074721,3.5748960216951247
291,39.05023923444976,17.956879671129798,2.4817105074692947,46.512936613249195,3.2809321003645104
292,38.30684326710817,39.304513582256824,4.617868834494347,33.44779928592682,3.1298559591374495
293,42.167313288069835,53.8096535274929,3.5429684694275645,41.501842149963856,2.4096198634469097
294,39.34337078651686,36.142522143699814,4.94029753998343,36.96167526961365,4.088307798098931
295,42.815668202764975,17.781121406938034,3.0819425471772806,56.55113837936094,3.839607633182779
296,45.80070105157736,57.56593484141175,3.755453642123774,24.033113752863144,4.2299463153589905
297,38.012280701754385,39.18496828972148,2.8082035239042957,25.265791727739458,2.492757580799766
298,44.64234693877551,58.95649667884108,2.014575859757183,48.49425076439775,4.13189544722203
299,36.57017543859649,33.260704578848646,3.957973685779245,28.471028972635246,4.375255007169817
300,45.78784704033525,14.137051562999194,4.353672149823229,45.53190122086733,3.5695925490815825
301,42.12470916705444,48.11939735112338,4.019488803300799,26.184261697654488,4.733467380953122
302,31.0242982823628,22.24168823498136,2.902582839262651,21.34429020784879,3.6179894854576955
303,45.38156590683845,39.62865432765525,3.252653775478735,18.21229408151168,3.874290785856094
304,44.13857142857143,28.094031534725858,4.904469497670947,16.249239484441194,3.06504528457119
305,38.96200750469043,26.478187462636434,3.064175257669551,50.40072421765299,3.2304506970575457
306,41.0076404494382,36.030415954735496,4.7049865828343975,23.12348823530669,4.411821337954423
307,45.20185375901133,56.38140195829077,3.9469046949525772,53.098640990469825,2.737283081502986
308,36.42720556279878,27.89230929091251,4.263076260678902,37.93652556899401,3.3389306384249764
309,37.5800960279354,38.076942584443444,3.647915994220618,34.57747330563966,3.2804819649299795
310,37.40242319342276,37.45878587204503,2.1018490706399096,33.85413839482659,4.930389673582001
311,39.0075329566855,23.934521169745885,3.986881177781018,48.575520988712455,3.7671880397399216
312,48.12953929539295,10.863842624762379,3.8254632286089874,37.234154094801426,2.131990595321506
313,40.61851126346719,18.64492192773207,2.73948560225353,48.9524686472277,4.676353536896565
314,43.75971896955504,25.470744465392123,4.6339664510661915,16.113345386256885,4.022442422637392
315,39.59306141584623,13.886653686774228,3.2897583508197306,31.294141143569796,2.352991537169298
316,37.82529854046882,41.867996644436516,2.2399482289004444,36.559338224635084,2.860010242590905
317,52.331778425655976,11.047333245093258,3.325331220415155,49.056793261903955,4.037547933704931
318,43.41738299904489,31.632402041609538,3.361378223486959,16.896033832228674,2.412128174340368
319,53.485142857142854,44.72792004063008,2.1740250679890427,11.894630033578759,4.381640960224468
320,29.299166666666668,16.371344422237584,2.4207358002170762,23.507111426776632,2.1786481228804013
321,48.69303797468354,52.72452317366523,4.267459493851624,18.923995062133883,3.3215916305567266
322,45.370113805047005,31.477923343695505,2.968452727488568,14.418709935469517,2.3753036768241667
323,37.77053455019557,41.96068562768339,2.1099446784218383,28.322169724934067,4.556955168544673
324,50.244116037219484,55.26366249276028,4.316582772584967,17.205700586031796,2.0499895999702398
