Simulation,Tiempo promedio,GGrr (s),yyrr (s),rrGG (s),rryy (s),Autos r_0,Autos r_1
115,81.39259674705552,52,2,14,2,9500,8000
116,74.89228379078197,14,3,44,4,19500,28000
117,73.32540485829959,11,3,28,3,23500,20000
118,77.05505558496559,51,3,19,5,9500,22000
119,75.9661912308505,56,5,21,4,3500,14000
120,71.92218875502007,50,5,22,4,15500,18000
121,76.2375132837407,16,5,55,4,9500,14000
122,58.465456155890166,20,3,40,3,7500,20000
123,55.32355478861087,25,3,20,4,17500,10000
124,67.62573673870334,20,3,58,2,19500,22000
125,79.04900376952074,40,3,14,5,9500,16000
126,61.27959927140255,55,5,33,3,13500,6000
127,74.73978272115882,57,5,23,5,23500,6000
128,46.00127334465195,52,2,45,5,7500,6000
129,41.84978902953586,33,3,48,2,17500,8000
130,41.668636555508655,41,2,39,3,5500,28000
131,44.30661577608142,44,3,46,4,19500,8000
132,40.311496196111584,33,2,44,2,11500,20000
133,47.295732995352765,48,3,57,4,7500,24000
134,74.9288256227758,26,5,13,5,1500,2000
135,67.14085865894839,17,4,43,2,15500,28000
136,72.125250501002,37,5,17,3,7500,26000
137,69.57568476693898,11,5,21,3,5500,26000
138,78.26208378088077,47,5,16,2,23500,4000
139,91.30642201834863,46,4,10,5,13500,18000
140,47.08104685521317,54,2,47,5,7500,10000
141,45.892040643522435,38,3,54,5,17500,2000
142,53.53123653597587,31,3,23,2,15500,26000
143,46.24397463002114,43,3,53,5,15500,18000
144,58.74194971327746,42,2,29,5,19500,20000
145,85.1889400921659,49,3,13,5,15500,16000
146,76.80449919657204,57,3,19,2,11500,2000
147,57.29188481675393,41,3,30,5,9500,14000
148,43.676942567567565,49,2,40,3,3500,4000
149,78.29661472326706,55,5,19,4,5500,26000
150,68.13018039980497,16,2,42,4,5500,22000
151,46.64032121724429,46,5,46,5,5500,10000
152,66.38172298905283,39,5,21,2,21500,20000
153,44.811784654514625,32,4,51,5,13500,2000
154,62.506392694063926,17,2,34,5,23500,12000
155,71.11931243680485,58,3,24,3,11500,24000
156,45.844331641285955,48,3,50,4,21500,18000
157,84.71469411092053,50,5,14,5,3500,26000
158,38.298772746508675,35,2,32,2,15500,2000
159,69.72511144130758,51,2,23,5,5500,22000
160,90.41630636195183,52,2,10,3,9500,16000
161,44.269686706181204,39,4,43,5,19500,2000
162,76.43623804463337,17,5,59,2,15500,20000
163,49.183277027027025,58,2,54,5,11500,18000
164,91.0924317617866,59,3,11,4,1500,2000
165,34.959932517924926,18,2,23,5,21500,28000
166,46.32316814908937,47,3,52,4,21500,2000
167,84.42017291066283,48,3,12,2,1500,2000
168,74.73993808049535,14,5,41,4,17500,6000
169,65.42696101456083,31,2,17,3,15500,18000
170,70.1927109335996,19,5,54,3,23500,2000
171,36.63628656210258,21,5,25,3,7500,12000
172,38.412933220625526,28,5,26,3,19500,8000
173,62.79798903107861,33,2,20,4,15500,16000
174,61.70358744394619,13,3,22,3,19500,12000
175,84.82946635730859,52,3,13,3,21500,26000
176,39.98097251585624,32,3,41,2,11500,4000
177,34.10956595027392,24,2,22,2,19500,10000
178,74.55971296770886,12,3,33,5,7500,6000
179,52.34150537634409,25,2,48,3,19500,16000
180,44.465568229826786,34,2,54,5,5500,4000
181,43.65086754126111,42,4,40,4,11500,18000
182,41.71132713440406,42,2,39,3,9500,14000
183,40.90194420963652,26,5,38,4,9500,26000
184,64.69946332737031,13,5,13,5,13500,8000
185,45.09632446134347,42,3,54,3,9500,14000
186,42.28087986463621,41,2,35,5,19500,2000
187,90.71751067724222,10,4,54,3,5500,26000
188,40.08871989860583,36,3,34,3,19500,4000
189,66.12084737602311,21,4,56,2,15500,14000
190,55.35871916919083,39,3,29,4,23500,22000
191,59.09390083369899,15,4,23,4,13500,10000
192,68.20098039215686,56,5,26,2,1500,12000
193,81.80302182428652,11,2,43,3,15500,12000
194,38.871989860583014,15,2,22,4,5500,28000
195,65.43496701225259,47,3,26,5,13500,14000
196,89.52463942307692,10,2,50,5,5500,28000
197,47.67683185091063,46,5,51,5,21500,26000
198,77.566576819407,15,2,54,4,15500,22000
199,34.7874314635175,16,3,20,5,11500,8000
200,41.94505494505494,31,2,47,4,5500,16000
201,48.59381617958492,54,4,51,5,17500,22000
202,46.660345554150865,43,3,58,4,23500,18000
203,48.00381355932203,55,2,54,5,7500,22000
204,67.44876660341556,22,3,13,3,23500,10000
205,45.892223161453934,39,4,57,3,23500,8000
206,51.445101351351354,58,4,47,5,23500,18000
207,39.65917761763459,27,3,42,2,1500,24000
208,56.88173913043478,17,2,14,4,1500,26000
209,38.36850991979738,26,4,33,3,7500,12000
210,39.34079391891892,26,4,37,3,9500,6000
211,49.60369437447523,56,4,60,3,3500,6000
212,71.74949596774194,38,3,16,2,17500,6000
213,68.23625843780135,14,5,33,2,5500,2000
214,62.54651162790697,26,5,20,5,5500,6000
215,37.889404812157025,21,3,31,5,17500,24000
216,59.7832665776591,45,4,30,4,17500,16000
217,70.78311425682507,59,3,24,2,21500,12000
218,51.86400686400686,26,3,48,3,7500,2000
219,48.22335456475584,54,5,52,3,19500,14000
220,61.22764598540146,60,5,36,4,1500,8000
221,69.7927927927928,16,2,48,3,7500,4000
222,79.72529858849077,47,4,16,5,9500,28000
223,53.430182133564614,27,2,53,4,1500,12000
224,58.733062330623305,24,3,54,2,11500,22000
225,45.32981864192324,37,3,55,4,15500,2000
226,62.187819618781965,23,3,55,4,1500,20000
227,42.82994923857868,31,2,48,5,13500,24000
228,46.386700550614144,43,4,51,5,15500,24000
229,66.27748938178387,38,5,22,4,23500,2000
230,65.33685220729366,21,2,54,5,19500,10000
231,49.42127479949346,53,5,55,5,1500,4000
232,66.7173607861488,21,4,14,4,19500,18000
233,58.35590200445434,55,3,34,2,9500,26000
234,76.06708927628104,14,3,48,3,17500,2000
235,50.789855072463766,39,5,32,4,15500,6000
236,47.1114406779661,51,5,43,4,15500,2000
237,53.08015430775825,51,3,38,4,11500,8000
238,57.36750998668442,58,3,36,2,13500,24000
239,44.86161658908168,37,5,48,4,9500,22000
240,39.92554991539763,35,4,34,2,5500,24000
241,46.124893797790996,35,4,29,4,23500,24000
242,70.46851760039662,40,4,18,2,15500,6000
243,62.79218967921897,54,4,31,4,7500,16000
244,50.31406714832129,20,5,32,4,15500,4000
245,44.96865734858111,44,2,58,2,1500,14000
246,68.52877520905066,52,4,24,2,9500,22000
247,68.89413447782546,13,5,25,4,13500,18000
248,72.9138634046891,14,5,41,2,21500,28000
249,53.480876665234206,57,3,41,3,17500,10000
250,47.20389170896785,56,2,48,5,23500,6000
251,64.17628057221965,27,3,16,2,13500,6000
252,59.68432769367765,38,4,26,3,7500,14000
253,86.1021251475797,54,2,12,2,1500,16000
254,46.14769360981803,41,5,54,3,3500,18000
255,52.67918088737201,27,3,51,2,11500,26000
256,61.311423390752495,41,5,26,2,15500,20000
257,46.12240576027107,50,2,49,5,5500,10000
258,77.7363587250135,54,2,17,3,11500,26000
259,41.41014799154334,34,5,37,3,3500,12000
260,61.544117647058826,20,2,14,3,7500,14000
261,36.16990701606086,19,5,20,4,3500,6000
262,46.66244725738397,44,2,58,5,3500,28000
263,58.642345568487016,26,5,52,5,11500,22000
264,58.16250547525186,41,5,30,4,19500,22000
265,65.0299857210852,24,5,59,5,7500,10000
266,87.27288836385115,60,5,14,4,3500,28000
267,82.5363941769317,48,4,14,3,1500,12000
268,56.034767492394614,47,2,33,4,21500,24000
269,61.235375403040074,23,2,54,4,1500,22000
270,73.64841351074719,38,2,16,5,19500,28000
271,64.2489411764706,50,2,26,3,15500,4000
272,40.873257287705954,29,4,44,2,15500,24000
273,86.14294015107495,10,4,44,2,5500,14000
274,73.09721518987342,14,4,38,5,21500,20000
275,75.2527763088313,17,4,58,3,23500,26000
276,45.567132570944516,40,4,52,4,7500,6000
277,42.291101694915255,37,5,32,4,23500,14000
278,54.724107919930375,28,2,55,4,13500,8000
279,67.99859418931584,10,5,16,3,17500,12000
280,72.68366821226172,18,3,58,5,11500,12000
281,67.89390302448392,42,5,22,4,1500,8000
282,38.620879120879124,32,2,31,4,9500,26000
283,63.398389388915206,22,2,57,3,13500,18000
284,46.210126582278484,39,2,58,5,7500,4000
285,47.14703425229741,33,2,58,3,21500,26000
286,52.56868600682594,31,5,27,5,7500,14000
287,45.91412859560068,50,2,40,5,21500,10000
288,45.043551797040166,52,3,41,3,19500,22000
289,38.595097210481825,22,3,38,2,3500,12000
290,72.204394481349,56,3,22,3,13500,10000
291,68.2339514978602,24,3,14,4,13500,8000
292,75.95895330938943,10,3,24,5,19500,8000
293,82.60258572231591,11,4,43,2,9500,20000
294,48.44274809160305,52,4,51,5,21500,2000
295,65.00602409638554,15,3,29,5,19500,28000
296,78.48519116855142,11,2,37,3,5500,8000
297,78.58431163287086,34,4,13,5,1500,10000
298,78.62750406063887,15,5,54,2,1500,22000
299,39.26320236586396,24,4,37,3,5500,4000
300,52.89705254164887,23,4,21,5,23500,28000
301,35.65710670603121,20,2,24,5,19500,4000
302,75.20615866388309,16,5,51,5,9500,2000
303,39.187737843551794,30,5,29,3,5500,10000
304,45.93689524610854,37,5,59,2,9500,24000
305,66.60691975012014,54,3,27,5,23500,26000
306,69.42273180458623,20,3,58,5,9500,8000
307,44.307039864291774,36,3,55,3,17500,14000
308,46.37395309882747,37,4,60,3,17500,8000
309,42.98858833474218,37,5,37,4,23500,2000
310,46.16554054054054,50,5,41,3,15500,28000
311,61.69497716894977,49,3,29,4,1500,10000
312,56.14542268944371,27,5,52,3,3500,16000
313,40.75633445945946,32,3,44,2,3500,26000
314,63.130040779338465,25,3,17,4,5500,24000
315,49.47895622895623,56,4,58,4,19500,28000
316,59.153643546971026,36,4,26,3,3500,14000
317,78.7062363238512,57,3,18,4,1500,4000
318,43.0676246830093,38,4,38,5,5500,22000
319,42.45093062605753,39,4,45,2,1500,18000
320,52.1722958529286,26,3,47,4,23500,18000
321,47.659052453468696,50,3,55,4,15500,14000
322,62.61591536338546,22,5,47,5,9500,12000
323,76.8352510460251,36,5,15,5,19500,14000
324,46.31933842239186,48,3,48,5,13500,2000
325,45.368710359408034,40,4,57,2,17500,20000
326,66.93116820164809,60,2,28,4,3500,20000
327,71.13320079522863,15,4,37,5,5500,10000
328,51.83284086112284,59,5,46,2,21500,4000
329,45.83657917019475,45,3,50,5,9500,4000
330,62.3755120619026,44,4,28,5,13500,6000
331,44.19423240033927,44,2,33,3,1500,14000
332,68.69836695485111,26,3,14,3,3500,12000
333,50.15778430549727,57,5,59,3,7500,28000
334,72.04880528723945,55,5,23,3,13500,6000
335,66.14933577645442,15,5,13,5,21500,24000
336,81.97037451089994,32,4,10,2,3500,16000
337,43.4344331641286,41,3,50,2,11500,16000
338,79.79718766901027,13,4,43,5,11500,26000
339,44.90407470288625,48,5,38,2,7500,6000
340,50.024040489245046,56,5,47,5,13500,16000
341,42.52901313002965,40,3,39,4,3500,14000
342,46.43031578947368,43,4,59,2,21500,4000
343,46.174516400336415,35,3,58,5,1500,18000
344,38.77251585623679,33,3,33,2,11500,14000
345,50.51858108108108,60,2,44,2,13500,20000
346,43.46731336988612,49,3,40,2,15500,4000
347,68.65520581113802,39,5,20,4,5500,22000
348,65.58901515151516,48,4,26,4,7500,24000
349,44.272573124205174,41,3,50,3,3500,14000
350,39.293372731110175,28,4,29,5,7500,8000
351,50.21077383497221,19,2,34,2,23500,24000
352,63.346046511627904,56,3,31,4,11500,14000
353,66.78473210052158,34,4,19,3,5500,12000
354,50.06263135771332,56,4,58,5,11500,26000
355,41.75929054054054,36,4,43,2,11500,4000
356,44.18604651162791,37,5,41,5,23500,26000
357,59.271925958572055,37,3,26,4,23500,6000
358,78.50431034482759,17,5,60,5,7500,14000
359,53.90098585512216,25,3,44,5,21500,16000
360,37.57921419518377,29,3,32,2,13500,28000
361,54.60025762129669,14,5,21,2,15500,16000
362,57.24173913043478,27,5,22,4,1500,16000
363,40.498942917547566,42,2,32,2,5500,12000
364,87.47488317757009,10,4,41,5,9500,2000
365,46.659062103929024,50,3,58,2,5500,12000
366,71.37147177419355,47,2,20,5,5500,16000
367,47.496658312447785,37,5,59,4,5500,28000
368,91.1780233271946,59,5,12,5,3500,10000
369,42.45255166596373,40,3,40,4,9500,16000
370,46.518955349620896,48,3,60,2,13500,26000
371,58.79262877442274,53,5,34,2,7500,16000
372,75.33538146441373,11,5,26,4,1500,26000
373,54.82466695315858,57,4,41,3,5500,4000
374,78.89056603773585,13,5,43,3,15500,2000
375,43.04439746300211,29,3,51,3,13500,12000
376,45.64276676507803,55,2,49,2,13500,12000
377,68.72460279248916,32,5,17,2,15500,16000
378,77.93650793650794,31,5,13,5,19500,4000
379,37.35629754860524,22,3,27,5,11500,24000
380,49.08569016462643,54,5,49,5,5500,18000
381,73.64547803617572,49,4,19,2,3500,18000
382,48.804991539763115,56,4,53,4,13500,2000
383,44.50042301184433,45,3,41,5,17500,20000
384,64.00842302292934,58,5,33,5,17500,16000
385,82.7136389360498,13,2,56,3,9500,24000
386,46.20584498094028,52,3,41,4,3500,18000
387,68.0888349514563,16,5,40,3,11500,8000
388,62.195964125560536,15,2,11,3,9500,4000
389,46.1135112240576,41,4,51,5,21500,4000
390,70.46399594320486,18,2,56,4,7500,22000
391,63.65909090909091,12,2,21,5,13500,28000
392,62.83805668016194,16,4,12,2,19500,12000
393,45.99239543726236,47,5,43,4,23500,18000
394,42.72147083685545,38,2,43,5,3500,8000
395,82.54468325791855,53,5,15,2,19500,2000
396,59.17938420348059,41,2,25,2,19500,12000
397,60.63668903803132,38,3,25,4,7500,22000
398,55.61345646437995,27,4,54,3,13500,8000
399,41.373310810810814,29,2,51,2,11500,6000
400,88.34443783462225,41,3,10,4,23500,22000
401,36.083298097251586,21,2,31,3,19500,6000
402,73.33005690636317,17,2,54,5,3500,16000
403,42.27357293868922,33,5,46,2,9500,4000
404,46.58791208791209,49,4,52,3,23500,24000
405,60.66443551985721,42,5,29,5,15500,28000
406,48.49513742071882,54,5,53,3,17500,20000
407,46.63162356930903,55,2,46,4,23500,18000
408,70.29925925925926,36,3,17,4,23500,14000
409,74.24540816326531,40,5,18,5,13500,22000
410,52.14431673052363,27,4,47,4,21500,2000
411,59.93109619686801,45,3,29,4,5500,12000
412,68.6160975609756,48,5,23,2,1500,22000
413,76.85248530197755,56,3,19,3,9500,26000
414,81.2486187845304,39,4,12,2,23500,4000
415,71.1,25,4,14,5,3500,16000
416,85.44726224783862,56,5,15,5,17500,12000
417,71.4725992961287,46,4,20,4,13500,26000
418,69.71145265245414,43,3,19,2,3500,22000
419,66.28499311610831,11,4,16,5,11500,16000
420,84.74361948955917,59,3,15,5,21500,24000
421,44.59281183932347,48,2,53,2,5500,10000
422,73.10205128205128,59,3,24,5,15500,10000
423,42.49725158562368,30,5,40,5,3500,18000
424,73.18714652956298,54,2,21,4,13500,16000
425,60.016681299385425,27,5,21,3,1500,12000
426,75.76163391933817,29,5,13,4,15500,20000
427,36.76246830092984,23,5,22,3,3500,2000
428,53.557799742157286,20,4,36,2,9500,26000
429,42.95725772323318,41,4,33,3,3500,2000
430,70.6392373306573,16,4,46,3,11500,12000
431,87.40385739333723,50,5,13,5,15500,4000
432,65.85519511048425,43,5,25,5,5500,16000
433,42.0892177589852,34,4,37,5,21500,18000
434,45.165750528541224,40,3,57,3,3500,16000
435,67.039435248296,20,2,54,5,1500,2000
436,36.924799324038865,23,3,30,3,11500,14000
437,45.90504451038576,48,3,53,3,3500,22000
438,40.915820642978005,38,3,40,2,1500,28000
439,72.51886792452831,22,5,12,4,19500,4000
440,61.47994652406417,18,2,13,3,15500,2000
441,45.18385460693153,40,5,46,4,3500,26000
442,42.82924767540152,38,4,40,4,3500,12000
443,68.85846754514397,45,5,22,3,15500,8000
444,56.1935624184428,49,3,34,3,15500,16000
445,44.922264469792985,47,2,45,5,17500,2000
446,61.305297397769515,22,2,54,2,13500,16000
447,48.570338983050846,52,5,52,4,7500,16000
448,47.7708245243129,53,3,50,5,19500,20000
449,44.37764606265876,36,4,46,5,13500,20000
450,41.51651143099068,34,4,38,4,3500,2000
451,32.34262779890156,12,4,15,2,11500,6000
452,64.21847163619316,52,4,28,3,13500,22000
453,88.19880952380953,12,5,59,4,17500,28000
454,80.85054945054945,11,3,39,3,15500,12000
455,64.1681667456182,22,3,54,5,9500,10000
456,47.69995768091409,54,3,40,2,21500,16000
457,48.103637901861255,52,5,50,4,5500,6000
458,82.26722222222222,34,5,11,4,9500,4000
459,61.77310536044362,56,2,30,2,19500,18000
460,43.49237933954276,45,5,38,2,17500,12000
461,68.44231713303878,56,3,25,3,19500,8000
462,48.51664559629162,55,2,60,4,21500,6000
463,63.02828001854427,47,2,26,3,5500,12000
464,58.37137761925992,59,2,37,4,19500,22000
465,42.67032967032967,33,4,41,5,3500,4000
466,32.42085268045589,13,3,16,3,3500,24000
467,70.30143068574247,40,4,19,3,3500,20000
468,90.89314391599753,56,4,11,3,15500,2000
469,67.12517780938833,36,5,21,4,17500,22000
470,64.2964705882353,22,4,52,5,5500,10000
471,92.91468005018821,60,5,11,4,23500,16000
472,68.45370370370371,19,5,48,5,23500,6000
473,36.481028667790895,20,4,28,3,3500,28000
474,38.35224386113463,22,5,22,5,9500,18000
475,44.67584745762712,41,5,39,5,15500,4000
476,75.26938569989929,16,5,10,5,19500,12000
477,64.65900562851782,47,4,26,3,21500,6000
478,43.19746300211416,31,5,49,2,9500,20000
479,48.36040609137056,60,2,51,4,3500,14000
480,56.87516198704104,13,4,17,4,11500,8000
481,44.00380388841927,35,4,51,3,5500,8000
482,33.09324894514768,19,3,18,2,1500,4000
483,40.21954314720812,34,5,30,3,21500,22000
484,50.77979712595097,58,4,45,3,11500,6000
485,45.35947435353964,45,5,43,4,19500,16000
486,42.824027072758035,35,4,43,4,17500,18000
487,71.5578947368421,43,2,19,5,17500,2000
488,39.28143459915612,23,3,36,4,13500,24000
489,37.66173361522199,23,2,36,3,5500,14000
490,43.275221612494725,43,5,39,2,13500,24000
491,59.001788908765654,18,2,38,2,11500,28000
492,51.03502109704641,29,5,50,3,13500,14000
493,35.555930772477836,20,5,24,2,13500,24000
494,38.01182931981411,21,4,32,3,7500,20000
495,43.75710046629928,26,5,43,4,7500,26000
496,43.59864807773553,40,2,54,2,3500,14000
497,40.99661590524535,25,5,42,2,15500,18000
498,55.22019147084421,59,4,41,3,5500,28000
499,45.66694772344014,39,5,56,2,9500,18000
500,84.3218982275586,44,4,12,3,23500,4000
501,51.911025968497235,37,3,30,5,15500,28000
502,37.363559679460145,21,4,25,5,1500,22000
503,48.17627118644068,57,5,52,2,9500,14000
504,50.923764906303234,31,3,58,2,13500,14000
505,34.34375,23,2,24,2,5500,6000
506,34.5207100591716,15,4,16,4,19500,12000
507,47.861577181208055,40,5,57,5,11500,6000
508,45.49619611158073,33,5,52,4,21500,14000
509,38.676942567567565,22,5,28,5,15500,20000
510,88.41060786650775,11,5,53,3,17500,4000
511,68.72233009708738,16,4,39,5,19500,16000
512,41.72823330515638,32,4,45,2,5500,22000
513,58.49117387466902,51,5,36,5,15500,28000
514,44.30573248407644,16,2,25,5,1500,24000
515,40.08065878378378,26,4,37,4,15500,6000
516,64.95604914933837,18,5,43,2,15500,12000
517,55.964069264069266,57,5,42,5,9500,8000
518,63.11756505576208,56,3,31,4,23500,4000
519,46.00846381718155,46,2,58,3,3500,18000
520,45.54291754756871,44,3,57,2,13500,18000
521,80.38299055030572,14,2,57,5,7500,10000
522,63.65920286609942,13,5,18,5,7500,10000
523,69.52240275726243,52,5,24,2,19500,28000
524,49.49099287808965,33,3,57,5,7500,24000
525,43.05200845665962,45,4,36,2,9500,8000
526,43.170969107067286,31,5,50,2,3500,16000
527,48.74525516659637,58,4,50,4,3500,8000
528,78.76700589180504,38,4,14,5,3500,28000
529,57.17690956979807,18,2,35,3,21500,24000
530,67.93602693602693,43,5,22,3,5500,22000
531,38.73034657650042,35,2,34,2,13500,28000
532,85.6077861708309,49,5,13,4,7500,24000
533,60.96216955332726,55,2,33,5,19500,10000
534,60.33480370533745,14,4,23,4,13500,6000
535,39.908167583580195,28,2,43,3,1500,20000
536,41.605442176870746,13,5,16,3,17500,16000
537,69.41609756097562,44,4,22,5,15500,26000
538,71.00603015075377,16,3,46,4,21500,10000
539,85.93425605536332,40,5,11,4,13500,2000
540,67.36128717698683,21,4,57,3,19500,20000
541,58.68006993006993,13,4,20,2,21500,6000
542,46.804621848739494,31,3,56,3,3500,8000
543,73.36904151717069,15,2,46,3,11500,20000
544,57.54407836153161,29,5,59,5,11500,28000
545,45.138806601777404,39,4,47,5,17500,24000
546,57.76387665198238,47,5,32,2,1500,8000
547,42.93268416596105,38,3,50,2,21500,14000
548,74.68259740259741,44,3,17,4,11500,22000
549,58.78815789473684,29,4,22,4,11500,4000
550,42.20805084745763,43,4,35,2,15500,16000
551,36.43617920540998,25,2,24,5,9500,4000
552,37.52153716216216,21,4,31,3,11500,18000
553,52.830406852248395,28,3,52,4,5500,16000
554,61.72160664819945,59,3,34,5,23500,28000
555,53.15948275862069,29,2,57,3,13500,20000
556,79.07763300760044,42,3,14,4,1500,8000
557,43.39008894536214,38,5,34,5,1500,24000
558,71.57457713992824,58,2,22,2,3500,2000
559,70.83219178082192,26,3,14,5,13500,8000
560,43.84651162790698,47,3,46,2,1500,24000
561,36.23467230443975,24,3,23,4,11500,6000
562,44.208702999577525,38,2,56,3,5500,22000
563,53.984368215371255,29,2,58,4,15500,6000
564,61.2221198156682,23,2,54,4,1500,10000
565,62.55524475524476,55,2,29,2,7500,12000
566,57.325783972125436,28,2,21,4,1500,14000
567,92.13205207687538,10,2,58,4,7500,4000
568,81.57198443579766,35,3,11,4,17500,24000
569,73.01168699186992,28,3,12,2,1500,2000
570,74.07911065149948,43,2,17,5,3500,2000
571,65.63671311869294,23,5,60,3,3500,16000
572,56.566360052562416,60,5,41,3,11500,24000
573,59.82396839332748,17,5,28,4,9500,14000
574,64.14598880597015,53,5,30,4,11500,20000
575,79.80508933405522,31,4,11,4,5500,18000
576,56.51364226938068,31,3,24,4,23500,22000
577,82.4938202247191,11,3,43,3,17500,4000
578,75.66543924250395,15,2,50,4,5500,14000
579,81.09550249861188,14,5,58,2,23500,14000
