Simulation,Tiempo promedio,GGrr (s),yyrr (s),rrGG (s),rryy (s),Autos r_0,Autos r_1
1,47.47892074198988,38,7,46,4,10,2510
2,51.735189573459714,66,2,66,5,2810,510
3,52.90392648287385,56,7,62,5,5110,3310
4,56.560986349625715,44,5,31,2,1310,5010
5,63.821943282194326,57,5,33,5,2810,7010
6,67.04197169350903,69,3,31,2,3410,4310
7,48.01431049436253,52,3,61,4,1110,5710
8,48.88190636862083,50,7,55,3,4010,1710
9,49.36648328396107,57,7,51,2,3610,3610
10,63.40772128060264,62,5,36,7,1010,2110
